viral,ad,daily,2018-01-24
viral,ad,daily,2018-01-26
viral,ad,daily,2018-01-27
viral,ad,daily,2018-01-28
viral,ad,daily,2018-01-29
viral,ad,daily,2018-01-30
viral,ad,daily,2018-02-05
viral,ad,daily,2018-02-06
viral,ad,daily,2018-02-07
viral,ad,daily,2018-02-08
viral,ad,daily,2018-02-09
viral,ad,daily,2018-02-10
viral,ad,daily,2018-02-11
viral,ad,daily,2018-04-06
viral,ad,daily,2018-04-10
viral,ad,daily,2018-04-11
viral,ad,daily,2018-04-13
viral,ad,daily,2018-04-16
viral,ad,daily,2018-04-17
viral,ad,daily,2018-04-18
viral,ad,daily,2018-04-19
viral,ad,daily,2018-07-17
>>>>>>
viral,ar,daily,2017-07-21
viral,ar,daily,2017-07-22
viral,ar,daily,2017-11-11
viral,ar,daily,2017-11-12
viral,ar,daily,2017-11-13
viral,ar,daily,2017-11-14
>>>>>>
viral,at,daily,2017-07-21
viral,at,daily,2017-07-22
>>>>>>
viral,au,daily,2017-07-21
viral,au,daily,2017-07-22
>>>>>>
viral,be,daily,2017-07-21
viral,be,daily,2017-07-22
viral,be,daily,2018-01-04
viral,be,daily,2018-01-05
viral,be,daily,2018-01-06
viral,be,daily,2018-01-07
>>>>>>
viral,bg,daily,2017-07-21
viral,bg,daily,2017-07-22
>>>>>>
viral,bo,daily,2017-07-21
viral,bo,daily,2017-07-22
viral,bo,daily,2017-11-09
viral,bo,daily,2017-11-10
viral,bo,daily,2017-11-11
viral,bo,daily,2017-11-12
viral,bo,daily,2017-11-13
viral,bo,daily,2017-11-14
>>>>>>
viral,br,daily,2017-07-21
viral,br,daily,2017-07-22
viral,br,daily,2018-01-04
viral,br,daily,2018-01-05
viral,br,daily,2018-01-06
viral,br,daily,2018-01-07
viral,br,daily,2018-01-08
viral,br,daily,2018-01-09
viral,br,daily,2018-01-10
viral,br,daily,2018-01-11
viral,br,daily,2018-01-12
viral,br,daily,2018-01-13
viral,br,daily,2018-01-14
viral,br,daily,2018-01-15
viral,br,daily,2018-01-16
viral,br,daily,2018-01-22
viral,br,daily,2018-01-26
viral,br,daily,2018-01-27
viral,br,daily,2018-01-28
>>>>>>
viral,ca,daily,2017-07-21
viral,ca,daily,2017-07-22
>>>>>>
viral,ch,daily,2017-07-21
viral,ch,daily,2017-07-22
>>>>>>
viral,cl,daily,2017-04-17
viral,cl,daily,2017-04-18
viral,cl,daily,2017-04-19
viral,cl,daily,2017-04-20
viral,cl,daily,2017-04-21
viral,cl,daily,2017-04-22
viral,cl,daily,2017-04-23
viral,cl,daily,2017-07-21
viral,cl,daily,2017-07-22
viral,cl,daily,2017-10-30
viral,cl,daily,2017-11-09
viral,cl,daily,2017-11-10
viral,cl,daily,2017-11-11
viral,cl,daily,2017-11-12
viral,cl,daily,2017-11-13
viral,cl,daily,2017-11-14
viral,cl,daily,2018-04-03
viral,cl,daily,2018-04-04
viral,cl,daily,2018-04-05
viral,cl,daily,2018-04-06
viral,cl,daily,2018-04-07
>>>>>>
viral,co,daily,2017-07-21
viral,co,daily,2017-07-22
viral,co,daily,2017-11-10
viral,co,daily,2017-11-11
viral,co,daily,2017-11-12
viral,co,daily,2017-11-14
>>>>>>
viral,cr,daily,2017-07-21
viral,cr,daily,2017-07-22
viral,cr,daily,2017-11-09
viral,cr,daily,2017-11-11
viral,cr,daily,2017-11-12
viral,cr,daily,2017-11-13
viral,cr,daily,2017-11-14
>>>>>>
viral,cy,daily,2017-07-21
viral,cy,daily,2017-07-22
>>>>>>
viral,cz,daily,2017-07-21
viral,cz,daily,2017-07-22
>>>>>>
viral,de,daily,2017-06-05
viral,de,daily,2017-06-06
viral,de,daily,2017-06-07
viral,de,daily,2017-06-08
viral,de,daily,2017-06-09
viral,de,daily,2017-06-10
viral,de,daily,2017-06-11
viral,de,daily,2017-07-21
viral,de,daily,2017-07-22
viral,de,daily,2018-03-17
viral,de,daily,2018-03-18
viral,de,daily,2018-03-19
viral,de,daily,2018-03-20
>>>>>>
viral,dk,daily,2017-07-21
viral,dk,daily,2017-07-22
>>>>>>
viral,do,daily,2017-01-14
viral,do,daily,2017-01-15
viral,do,daily,2017-01-16
viral,do,daily,2017-01-17
viral,do,daily,2017-01-18
viral,do,daily,2017-01-19
viral,do,daily,2017-01-20
viral,do,daily,2017-01-21
viral,do,daily,2017-02-04
