>>>>>>
>>>>>>
>>>>>>
>>>>>>
>>>>>>
>>>>>>
>>>>>>
>>>>>>
>>>>>>
>>>>>>
>>>>>>
>>>>>>
>>>>>>
>>>>>>
>>>>>>
>>>>>>
>>>>>>
>>>>>>
>>>>>>
>>>>>>
>>>>>>
>>>>>>
>>>>>>
>>>>>>
>>>>>>
>>>>>>
>>>>>>
>>>>>>
>>>>>>
>>>>>>
>>>>>>
>>>>>>
>>>>>>
>>>>>>
>>>>>>
>>>>>>
>>>>>>
>>>>>>
>>>>>>
>>>>>>
>>>>>>
>>>>>>
>>>>>>
>>>>>>
>>>>>>
>>>>>>
>>>>>>
>>>>>>
>>>>>>
>>>>>>
>>>>>>
>>>>>>
>>>>>>
>>>>>>
>>>>>>
>>>>>>
>>>>>>
>>>>>>
>>>>>>
>>>>>>
>>>>>>
>>>>>>
>>>>>>
>>>>>>
regional,ad,weekly,2017-07-14--2017-07-21
>>>>>>
regional,ar,weekly,2017-07-14--2017-07-21
regional,ar,weekly,2017-11-03--2017-11-10
>>>>>>
regional,at,weekly,2017-07-14--2017-07-21
>>>>>>
regional,au,weekly,2017-07-14--2017-07-21
>>>>>>
regional,be,weekly,2017-07-14--2017-07-21
>>>>>>
regional,bg,weekly,2017-07-14--2017-07-21
>>>>>>
regional,bo,weekly,2017-07-14--2017-07-21
regional,bo,weekly,2017-11-03--2017-11-10
>>>>>>
regional,br,weekly,2017-07-14--2017-07-21
regional,br,weekly,2018-01-05--2018-01-12
regional,br,weekly,2018-01-12--2018-01-19
>>>>>>
regional,ca,weekly,2017-07-14--2017-07-21
>>>>>>
regional,ch,weekly,2017-07-14--2017-07-21
regional,ch,weekly,2017-11-03--2017-11-10
>>>>>>
regional,cl,weekly,2017-07-14--2017-07-21
regional,cl,weekly,2017-11-03--2017-11-10
>>>>>>
regional,co,weekly,2017-07-14--2017-07-21
regional,co,weekly,2017-11-03--2017-11-10
>>>>>>
regional,cr,weekly,2017-07-14--2017-07-21
regional,cr,weekly,2017-11-03--2017-11-10
>>>>>>
regional,cy,weekly,2017-07-14--2017-07-21
>>>>>>
regional,cz,weekly,2017-07-14--2017-07-21
>>>>>>
regional,de,weekly,2017-07-14--2017-07-21
>>>>>>
regional,dk,weekly,2017-07-14--2017-07-21
>>>>>>
regional,do,weekly,2016-12-23--2016-12-30
regional,do,weekly,2016-12-30--2017-01-06
regional,do,weekly,2017-01-06--2017-01-13
regional,do,weekly,2017-01-13--2017-01-20
regional,do,weekly,2017-01-20--2017-01-27
regional,do,weekly,2017-01-27--2017-02-03
regional,do,weekly,2017-02-03--2017-02-10
regional,do,weekly,2017-02-10--2017-02-17
regional,do,weekly,2017-02-17--2017-02-24
regional,do,weekly,2017-02-24--2017-03-03
regional,do,weekly,2017-03-03--2017-03-10
regional,do,weekly,2017-03-10--2017-03-17
regional,do,weekly,2017-07-14--2017-07-21
regional,do,weekly,2017-11-03--2017-11-10
>>>>>>
regional,ec,weekly,2017-07-14--2017-07-21
regional,ec,weekly,2017-11-03--2017-11-10
>>>>>>
regional,ee,weekly,2017-07-14--2017-07-21
>>>>>>
regional,es,weekly,2017-07-14--2017-07-21
